observation,action
"0.2319952, 0.056737743, 0.692198, -0.36853808, -0.33695984, -0.100997925, 0.0, 0.0","0.0, 0.015808588"
"0.2388689, 0.047871146, 0.69219697, -0.3952068, -0.3420097, -0.10099777, 0.0, 0.0","0.0, 0.015808588"
"0.24574271, 0.03840488, 0.69219583, -0.42187548, -0.34705958, -0.100997604, 0.0, 0.0","0.0, 0.015808588"
"0.25261658, 0.028338872, 0.6921947, -0.44854417, -0.35210946, -0.10099743, 0.0, 0.0","0.0, 0.015808588"
"0.25949058, 0.017673263, 0.6921936, -0.47521287, -0.35715935, -0.100997254, 0.0, 0.0","0.0, 0.015808588"
"0.26636466, 0.00640795, 0.6921925, -0.50188154, -0.3622092, -0.10099707, 0.0, 0.0","0.0, 0.015808588"
"0.27323884, -0.0054570697, 0.6921914, -0.52855027, -0.36725906, -0.10099689, 0.0, 0.0","0.0, 0.015808588"
"0.28011304, -0.01792176, 0.6921903, -0.5552189, -0.37230888, -0.10099672, 0.0, 0.0","0.0, 0.03418073"
"0.28698722, -0.030986192, 0.69218916, -0.5818875, -0.3773587, -0.10099653, 0.0, 0.0","0.0, 0.054933317"
"0.29386157, -0.04465026, 0.692188, -0.6085561, -0.38240856, -0.10099636, 0.0, 0.0","0.0, 0.07635731"
"0.30073604, -0.058913995, 0.69218683, -0.6352247, -0.38745835, -0.10099618, 0.0, 1.0","0.0, 0.088351086"
"0.30739012, -0.07319436, 0.6888877, -0.6411532, -0.41244763, -0.49967203, 0.0, 0.0","0.0, 0.090365306"
"0.31401196, -0.087895945, 0.6897384, -0.66174155, -0.44233316, -0.5977367, 1.0, 1.0","0.0, 0.07269509"
"0.32081157, -0.102003075, 0.7094687, -0.6375357, -0.47327608, -0.6162033, 1.0, 1.0","0.0, 0.056794945"
"0.3278578, -0.11571178, 0.73277146, -0.61920446, -0.50471056, -0.62868327, 1.0, 1.0","0.0, 0.035889767"
"0.3351226, -0.12900884, 0.75481975, -0.6017834, -0.53693414, -0.6444685, 1.0, 1.0","0.0, 0.022583697"
"0.0044992445, 1.3990996, 0.45570827, -0.5253695, -0.0052067093, -0.1032248, 0.0, 0.0","0.0, 0.017242959"
"0.008998585, 1.3867028, 0.4550929, -0.5509957, -0.010307655, -0.102028094, 0.0, 0.0","0.0, 0.01678518"
"0.013498211, 1.3737054, 0.45510903, -0.57770485, -0.015405358, -0.10196346, 0.0, 0.0","0.0, 0.016693626"
"0.017997837, 1.3601083, 0.455124, -0.6043799, -0.020502385, -0.10195018, 0.0, 0.0","0.0, 0.016693626"
"0.022497749, 1.3459115, 0.455139, -0.6310512, -0.02559862, -0.10193417, 0.0, 0.0","0.0, 0.016693626"
"0.026997756, 1.3311148, 0.4551541, -0.6577211, -0.030694028, -0.101917766, 0.0, 0.0","0.0, 0.016693626"
"0.031497955, 1.3157187, 0.45516905, -0.68439126, -0.03578865, -0.101901814, 0.0, 0.0","0.0, 0.016693626"
"0.035998248, 1.2997227, 0.45518398, -0.71106154, -0.040882498, -0.10188643, 0.0, 0.0","0.0, 0.016693626"
"0.04049883, 1.2831272, 0.45519885, -0.737732, -0.045975547, -0.10187049, 0.0, 0.0","0.0, 0.016693626"
"0.0449996, 1.2659318, 0.45521364, -0.7644025, -0.051067825, -0.101854466, 0.0, 0.0","0.0, 0.016693626"
"0.04950037, 1.2481369, 0.4552284, -0.79107314, -0.056159295, -0.10183878, 0.0, 0.0","0.0, 0.016693626"
"0.05400152, 1.2297422, 0.45524296, -0.8177439, -0.06124997, -0.10182308, 0.0, 0.0","0.0, 0.016693626"
"0.058502674, 1.2107477, 0.45525756, -0.8444148, -0.066339895, -0.10180752, 0.0, 0.0","0.0, 0.016693626"
"0.063004114, 1.1911538, 0.4552721, -0.87108576, -0.071429044, -0.10179225, 0.0, 0.0","0.0, 0.016693626"
"0.06750564, 1.17096, 0.4552866, -0.8977568, -0.07651741, -0.10177666, 0.0, 0.0","0.0, 0.016693626"
"0.07200737, 1.1501663, 0.455301, -0.924428, -0.081605025, -0.10176118, 0.0, 0.0","0.0, 0.013672292"
"0.07650919, 1.1287731, 0.4553153, -0.95109934, -0.08669186, -0.101745725, 0.0, 0.0","0.0, -0.00921659"
"0.081011295, 1.1067802, 0.45532957, -0.9777707, -0.09177793, -0.101730525, 0.0, 0.0","0.120670184, -0.090578936"
"0.08555488, 1.0844935, 0.45936355, -0.99083644, -0.09675829, -0.09961638, 0.0, 0.0","0.46229437, -0.45103306"
"0.09022598, 1.0620501, 0.4716588, -0.99778664, -0.10127836, -0.090409584, 0.0, 0.0","0.55223244, -0.7670217"
"0.094910815, 1.0397241, 0.47146064, -0.99246687, -0.10422477, -0.058933355, 0.0, 0.0","0.6011841, -0.83028656"
"0.09965096, 1.0177339, 0.47521758, -0.97741866, -0.105424486, -0.023996677, 0.0, 0.0","0.5761284, -0.88036746"
"0.10429497, 0.99628174, 0.46398887, -0.95340884, -0.10501719, 0.008146461, 0.0, 0.0","0.5327311, -0.91305274"
"0.10898094, 0.97499627, 0.46628156, -0.9458583, -0.1027156, 0.04603621, 0.0, 0.0","0.51121557, -0.92410046"
"0.11373253, 0.95389956, 0.47089806, -0.9373396, -0.09847563, 0.084806845, 0.0, 0.0","0.4976043, -0.9274575"
"0.11851768, 0.93259853, 0.47229204, -0.94631535, -0.092302084, 0.12347092, 0.0, 0.0","0.4898526, -0.9291055"
"0.123206235, 0.9112644, 0.46082473, -0.94770616, -0.08434023, 0.15923706, 0.0, 0.0","0.48664814, -0.9291055"
"0.12774715, 0.8897437, 0.44429106, -0.955958, -0.07463358, 0.19413264, 0.0, 0.0","0.48664814, -0.9291055"
"0.13216963, 0.86805654, 0.43063894, -0.9633382, -0.063149795, 0.22967593, 0.0, 0.0","0.48664814, -0.92428356"
"0.13663435, 0.8468917, 0.43292314, -0.9401462, -0.049749497, 0.26800603, 0.0, 0.0","0.48664814, -0.924192"
"0.14097185, 0.826048, 0.41841492, -0.92594206, -0.034600977, 0.30297023, 0.0, 0.0","0.48664814, -0.92104864"
"0.14531031, 0.80527323, 0.4165879, -0.923011, -0.017556425, 0.34089112, 0.0, 0.0","0.48664814, -0.92104864"
"0.14966545, 0.78474313, 0.416295, -0.9123353, 0.0014074291, 0.37927717, 0.0, 0.0","0.48664814, -0.92104864"
"0.15387917, 0.7640662, 0.40039435, -0.91912824, 0.022128165, 0.41441447, 0.0, 0.0","0.48664814, -0.92104864"
"0.15802899, 0.7438495, 0.39211005, -0.89900863, 0.04470687, 0.45157433, 0.0, 0.0","0.48664814, -0.92104864"
"0.16221686, 0.7239617, 0.39395672, -0.8848263, 0.06926945, 0.49125147, 0.0, 0.0","0.48664814, -0.92104864"
"0.16631146, 0.70439875, 0.38277364, -0.87091964, 0.095688775, 0.5283868, 0.0, 0.0","0.48664814, -0.92104864"
"0.17021075, 0.6853037, 0.36152828, -0.85072166, 0.12388225, 0.5638699, 0.0, 0.0","0.5182348, -0.91149634"
"0.17394686, 0.66617763, 0.3435496, -0.85281473, 0.15384628, 0.5992813, 0.0, 0.0","0.61259806, -0.85778373"
"0.17736664, 0.64751214, 0.31054258, -0.8331297, 0.18531327, 0.62934005, 0.0, 0.0","0.62443924, -0.5681631"
"0.1806736, 0.62934166, 0.29814804, -0.81198084, 0.21808818, 0.65549886, 0.0, 0.0","0.124790184, 0.0113528855"
"0.18395443, 0.6114012, 0.2953472, -0.8025295, 0.2512974, 0.6641854, 0.0, 0.0","0.11539049, 0.32938626"
"0.18705921, 0.59359276, 0.27824628, -0.797343, 0.2842775, 0.65960217, 0.0, 0.0","0.26856288, 0.44624165"
"0.1900568, 0.57601726, 0.2675948, -0.7877485, 0.31749988, 0.66444814, 0.0, 0.0","0.58159125, 0.60240483"
"0.19287415, 0.5587097, 0.25118333, -0.77624667, 0.349403, 0.6380623, 0.0, 0.0","0.7051912, 0.7182226"
"0.19565324, 0.5417711, 0.24884348, -0.7601887, 0.38009766, 0.61389345, 0.0, 0.0","0.7289956, 0.7867977"
"0.19820985, 0.5252872, 0.22847578, -0.7401355, 0.40915072, 0.5810617, 0.0, 0.0","0.7226478, 0.8209479"
"0.20060654, 0.50946933, 0.21420273, -0.71063405, 0.4367092, 0.5511695, 0.0, 0.0","0.71105075, 0.8330638"
"0.20290852, 0.4935385, 0.20662501, -0.7155925, 0.46252054, 0.51622725, 0.0, 0.0","0.70061344, 0.8368175"
"0.20480795, 0.47821686, 0.1683603, -0.688333, 0.48645824, 0.4787547, 0.0, 0.0","0.6877041, 0.8434706"
"0.20657396, 0.46281648, 0.15688176, -0.69158334, 0.5085987, 0.44281012, 0.0, 0.0","0.66853845, 0.8497574"
"0.20811948, 0.44797483, 0.1365037, -0.666482, 0.52911, 0.41022664, 0.0, 0.0","0.65321815, 0.85402995"
"0.20931569, 0.43322906, 0.10351254, -0.66176593, 0.54761356, 0.37007046, 0.0, 0.0","0.6398206, 0.85580003"
"0.21023922, 0.41830775, 0.078161284, -0.66903484, 0.5640886, 0.32949984, 0.0, 0.0","0.6330149, 0.85708183"
"0.2107934, 0.40363014, 0.043038625, -0.65763724, 0.5786166, 0.29056054, 0.0, 0.0","0.63042086, 0.85708183"
"0.21089812, 0.38928783, -0.00011650585, -0.6421053, 0.59115434, 0.2507527, 0.0, 0.0","0.6303293, 0.85872984"
"0.21095839, 0.37496647, -0.0030999975, -0.64062846, 0.60202897, 0.21749298, 0.0, 0.0","0.62749106, 0.85872984"
"0.21068831, 0.36054075, -0.03436338, -0.64453596, 0.6108531, 0.17648183, 0.0, 0.0","0.62749106, 0.85872984"
"0.21020727, 0.3463168, -0.053949665, -0.6349229, 0.6179123, 0.141184, 0.0, 0.0","0.62749106, 0.85872984"
"0.20958567, 0.33196464, -0.06645335, -0.63992155, 0.6231279, 0.10431187, 0.0, 0.0","0.62749106, 0.85872984"
"0.20859174, 0.3176699, -0.10202463, -0.63658553, 0.62633085, 0.06405981, 0.0, 0.0","0.62749106, 0.85872984"
"0.20745878, 0.30355713, -0.11455047, -0.62783515, 0.6278438, 0.030258352, 0.0, 0.0","0.62749106, 0.85872984"
"0.2062562, 0.28934413, -0.12005719, -0.63159317, 0.62760645, -0.0047471784, 0.0, 0.0","0.62749106, 0.85872984"
"0.20502214, 0.27505425, -0.12181823, -0.63434064, 0.6256724, -0.038680516, 0.0, 0.0","0.62749106, 0.85872984"
"0.20352097, 0.26110455, -0.14708117, -0.61853224, 0.6219827, -0.07379404, 0.0, 0.0","0.54597616, 0.78273875"
"0.20154038, 0.24733093, -0.19342253, -0.6099596, 0.61637115, -0.1122304, 0.0, 0.0","0.3500778, 0.24179815"
"0.19918986, 0.23361526, -0.23021337, -0.6073204, 0.6105366, -0.11669159, 0.0, 0.0","0.28397474, 0.10690634"
"0.19659786, 0.22010566, -0.25477105, -0.59837234, 0.60521233, -0.10648538, 0.0, 0.0","0.30249947, -0.050813317"
"0.1938345, 0.20648561, -0.2720676, -0.60337293, 0.6000954, -0.10233883, 0.0, 0.0","0.6196783, -0.35621205"
"0.19092417, 0.19284298, -0.2871224, -0.6045664, 0.595423, -0.093448326, 0.0, 0.0","0.8622089, -0.51942503"
"0.18762846, 0.17886895, -0.32617414, -0.61953765, 0.59137815, -0.08089672, 0.0, 0.0","0.84521013, -0.60985136"
"0.1837819, 0.1654127, -0.3823576, -0.59703314, 0.58865, -0.054561693, 0.0, 0.0","0.80632955, -0.68761253"
"0.17945604, 0.15223518, -0.43149263, -0.5851823, 0.5873525, -0.02594928, 0.0, 0.0","0.78472245, -0.73912776"
"0.17495593, 0.13892578, -0.45040756, -0.591708, 0.58782816, 0.009512495, 0.0, 0.0","0.77404094, -0.7604907"
"0.17032376, 0.12555486, -0.4652458, -0.59516674, 0.59023607, 0.048157666, 0.0, 0.0","0.76616716, -0.77053136"
"0.16508865, 0.11242083, -0.5267189, -0.58517045, 0.594049, 0.076258264, 0.0, 0.0","0.7624439, -0.77321696"
"0.15969476, 0.099199474, -0.5441743, -0.58978546, 0.599762, 0.11426147, 0.0, 0.0","0.7592395, -0.7762688"
"0.15420476, 0.08587597, -0.5554367, -0.59510857, 0.6074733, 0.15422586, 0.0, 0.0","0.7592395, -0.7762688"
"0.14831705, 0.07232088, -0.5963695, -0.6060044, 0.6166395, 0.18332383, 0.0, 0.0","0.75719476, -0.7763298"
"0.14204302, 0.058401927, -0.6361067, -0.6227704, 0.62719977, 0.21120603, 0.0, 1.0","0.75719476, -0.7763298"
"0.13569212, 0.046974503, -0.6351228, -0.50812, 0.6271193, -0.0019971267, 0.0, 1.0","0.75719476, -0.7763298"
"0.12874755, 0.03604289, -0.680267, -0.4790388, 0.610629, -0.3288361, 0.0, 1.0","0.75719476, -0.7763298"
"0.12118578, 0.026340304, -0.7287137, -0.41881052, 0.57849246, -0.64193887, 0.0, 1.0","0.75719476, -0.7763298"
"0.112948224, 0.016851507, -0.7929904, -0.4088212, 0.5425912, -0.71805584, 0.0, 1.0","0.75719476, -0.7763298"
"0.10454235, 0.008288357, -0.79745895, -0.36460066, 0.4921869, -1.0102001, 0.0, 1.0","0.7545091, -0.7637562"
"0.0957263, 0.00035162925, -0.8209823, -0.33270016, 0.42532992, -1.3372142, 0.0, 1.0","0.40403455, -0.4614704"
"0.0865015, -0.007051947, -0.84820044, -0.30881703, 0.3459472, -1.587863, 0.0, 1.0","0.21546067, -0.3735771"
"0.0770524, -0.014509383, -0.86491907, -0.31454912, 0.2629222, -1.6607406, 0.0, 0.0","0.0, -0.26041445"
"0.06760816, -0.022505619, -0.86379546, -0.34312147, 0.1812205, -1.6341012, 0.0, 0.0","0.0, -0.16074099"
"0.058154393, -0.031011082, -0.86359155, -0.37018618, 0.099603295, -1.6324028, 1.0, 0.0","0.0, -0.0865505"
"0.0487669, -0.039817203, -0.865867, -0.3868261, 0.02651967, -1.4628417, 1.0, 0.0","0.0, -0.054017764"
"-0.007535362, 1.4081806, -0.76327217, -0.121788, 0.008738443, 0.17289254, 0.0, 0.0","0.0, -0.03295999"
"-0.015071297, 1.4048645, -0.76224077, -0.14745575, 0.017281713, 0.17088208, 0.0, 0.0","0.0, -0.031037325"
"-0.022607613, 1.4009494, -0.76226723, -0.17413054, 0.02581994, 0.17078021, 0.0, 0.0","0.0, -0.029786065"
"-0.030144215, 1.3964351, -0.76229304, -0.20080699, 0.03435703, 0.17075787, 0.0, 0.0","0.0, -0.029786065"
"-0.037681103, 1.3913218, -0.7623179, -0.22748068, 0.04289276, 0.17073044, 0.0, 0.0","0.0, -0.028046511"
"-0.04521818, 1.3856094, -0.76234293, -0.25415403, 0.0514271, 0.17070284, 0.0, 0.0","0.0, -0.028046511"
"-0.052755643, 1.3792982, -0.76236784, -0.28082764, 0.059960082, 0.17067547, 0.0, 0.0","0.0, -0.028046511"
"-0.060293484, 1.3723875, -0.76239264, -0.30750152, 0.06849169, 0.17064807, 0.0, 0.0","0.0, -0.028046511"
"-0.067831516, 1.3648779, -0.7624172, -0.33417568, 0.07702194, 0.17062083, 0.0, 0.0","0.0, -0.028046511"
"-0.07536993, 1.3567691, -0.7624416, -0.36085004, 0.08555082, 0.1705936, 0.0, 0.0","0.0, -0.028046511"
"-0.08290863, 1.3480612, -0.7624659, -0.38752463, 0.09407836, 0.17056657, 0.0, 0.0","0.0, -0.028046511"
"-0.09044771, 1.3387543, -0.76249003, -0.41419947, 0.10260455, 0.17053959, 0.0, 0.0","0.0, -0.028046511"
"-0.09798698, 1.3288484, -0.762514, -0.44087458, 0.1111294, 0.17051274, 0.0, 0.0","0.0, -0.023407698"
"-0.10552673, 1.3183432, -0.7625377, -0.46754992, 0.11965293, 0.17048594, 0.0, 0.0","0.0, 0.033600878"
"-0.11306667, 1.307239, -0.76256126, -0.49422547, 0.12817512, 0.17045955, 0.0, 0.0","0.18909268, 0.15704826"
"-0.12065144, 1.2960032, -0.76700294, -0.50012, 0.13667603, 0.17003347, 0.0, 0.0","0.49269083, 0.31293678"
"-0.12832889, 1.2850955, -0.77622175, -0.48559383, 0.14514096, 0.16931371, 0.0, 0.0","0.797174, 0.6605731"
"-0.13618974, 1.2742115, -0.79281336, -0.48438886, 0.1518584, 0.13436107, 0.0, 0.0","0.7833796, 0.7275918"
"-0.14415903, 1.263999, -0.8020941, -0.45443165, 0.1570372, 0.10358481, 0.0, 0.0","0.4649495, 0.8527482"
"-0.15223512, 1.2535707, -0.8109047, -0.46383077, 0.16034122, 0.06608604, 0.0, 0.0","0.39848018, 0.94387645"
"-0.1604683, 1.2436057, -0.82462007, -0.44302958, 0.16165306, 0.026238775, 0.0, 0.0","0.30283517, 1.0000305"
"-0.16881171, 1.2338405, -0.833618, -0.4339294, 0.16092233, -0.0146157835, 0.0, 0.0","0.246498, 1.0000305"
"-0.17710257, 1.2238865, -0.8263653, -0.44210535, 0.1582, -0.054451816, 0.0, 0.0","0.22144231, 1.0000305"
"-0.18544245, 1.2140992, -0.829265, -0.43449923, 0.15346819, -0.09464483, 0.0, 0.0","0.21338542, 1.0000305"
"-0.1938694, 1.204417, -0.8359534, -0.42963845, 0.14672592, -0.13485739, 0.0, 0.0","0.21018097, 1.0000305"
"-0.20216636, 1.1947646, -0.82134724, -0.42819282, 0.13839525, -0.16662344, 0.0, 0.0","0.20816675, 1.0000305"
"-0.21046896, 1.1851838, -0.819486, -0.42485338, 0.12766221, -0.21466038, 0.0, 0.0","0.20816675, 1.0000305"
"-0.21874003, 1.1755185, -0.81431085, -0.42852107, 0.114933975, -0.25456464, 0.0, 0.0","0.2070986, 1.0000305"
"-0.22701883, 1.166052, -0.8130474, -0.41966233, 0.10020607, -0.2945581, 0.0, 0.0","0.2070986, 1.0000305"
"-0.23526888, 1.1567166, -0.8081319, -0.4138589, 0.08348321, -0.33445728, 0.0, 0.0","0.2070986, 1.0000305"
"-0.2434204, 1.1475312, -0.79625094, -0.40728933, 0.06477212, -0.374222, 0.0, 0.0","0.2070986, 1.0000305"
"-0.25158697, 1.1385542, -0.79570764, -0.39820427, 0.044064388, -0.41415483, 0.0, 0.0","0.2070986, 1.0000305"
"-0.2596458, 1.1297073, -0.78290594, -0.39267984, 0.021371344, -0.45386118, 0.0, 0.0","0.2070986, 1.0000305"
"-0.26766595, 1.1210735, -0.77701265, -0.38354704, -0.0033127242, -0.49368152, 0.0, 0.0","0.2070986, 1.0000305"
"-0.27567673, 1.1125797, -0.77404916, -0.37777713, -0.02999049, -0.53355557, 0.0, 0.0","0.2070986, 1.0000305"
"-0.28365836, 1.1039273, -0.769149, -0.3853812, -0.05866194, -0.5734294, 0.0, 0.0","0.2070986, 1.0000305"
"-0.29162192, 1.0952203, -0.76537365, -0.38847303, -0.08932984, -0.6133581, 0.0, 0.0","0.2070986, 1.0000305"
"-0.29955095, 1.0862653, -0.75998276, -0.4002902, -0.1219972, -0.6533476, 0.0, 0.0","0.2070986, 1.0000305"
"-0.307337, 1.0770588, -0.74381983, -0.41238835, -0.15666066, -0.69326985, 0.0, 0.0","0.2070986, 1.0000305"
"-0.31489366, 1.0681779, -0.7190921, -0.39896405, -0.19331303, -0.73304784, 0.0, 0.0","0.2070986, 1.0000305"
"-0.32221627, 1.0590743, -0.69396305, -0.410069, -0.23197056, -0.77315134, 0.0, 0.0","0.2070986, 1.0000305"
"-0.32941937, 1.0496812, -0.68038404, -0.4242815, -0.27265027, -0.8135947, 0.0, 0.0","0.21250038, 1.0000305"
"-0.33650273, 1.040396, -0.6669035, -0.42096475, -0.31535238, -0.8540432, 0.0, 0.0","0.20145269, 0.6677755"
"-0.34350973, 1.0311162, -0.65841544, -0.42225608, -0.35955405, -0.8840348, 0.0, 0.0","0.18002869, 0.114535965"
"-0.35040584, 1.0215929, -0.64810944, -0.4342866, -0.4036568, -0.8820566, 0.0, 0.0","0.42997527, -0.44062623"
"-0.35719332, 1.0120859, -0.6377671, -0.43485677, -0.44803822, -0.88762856, 0.0, 0.0","0.67311627, -0.7561876"
"-0.36368465, 1.0030053, -0.6104797, -0.4165753, -0.49077392, -0.8547143, 0.0, 0.0","0.6395764, -0.83278906"
"-0.3697833, 0.99442834, -0.57372105, -0.39465103, -0.5316398, -0.81731737, 0.0, 0.0","0.62099063, -0.85857725"
"-0.37547722, 0.9862747, -0.5357526, -0.3761012, -0.5705689, -0.7785833, 0.0, 0.0","0.6153142, -0.8657796"
"-0.38102397, 0.97847813, -0.5232429, -0.3604649, -0.60783917, -0.74540555, 0.0, 0.0","0.61412394, -0.868862"
"-0.3863813, 0.970571, -0.50665843, -0.36537257, -0.643194, -0.7070972, 0.0, 0.0","0.6123234, -0.868862"
"-0.3913726, 0.96276987, -0.47239995, -0.3604929, -0.6765542, -0.66720307, 0.0, 0.0","0.6123234, -0.870571"
"-0.39594644, 0.9552352, -0.43286324, -0.34838474, -0.7079534, -0.6279855, 0.0, 0.0","0.6123234, -0.870571"
"-0.40013894, 0.9475475, -0.39696354, -0.35472822, -0.73723483, -0.5856292, 0.0, 0.0","0.6123234, -0.870571"
"-0.4037694, 0.9401921, -0.3428432, -0.33944228, -0.7644812, -0.54492724, 0.0, 0.0","0.6123234, -0.870571"
"-0.406885, 0.9328464, -0.29340246, -0.33834893, -0.7895864, -0.50210416, 0.0, 0.0","0.6123234, -0.870571"
"-0.4097554, 0.9255059, -0.27066153, -0.33748388, -0.8127894, -0.4640591, 0.0, 0.0","0.6173589, -0.870571"
"-0.41227168, 0.91812444, -0.23702309, -0.33854076, -0.833977, -0.42375174, 0.0, 0.0","0.6173589, -0.870571"
"-0.41458163, 0.91051626, -0.2180481, -0.34781918, -0.85317343, -0.38392922, 0.0, 0.0","0.6173589, -0.870571"
"-0.4167149, 0.90281296, -0.20190911, -0.35122547, -0.8704709, -0.34594885, 0.0, 0.0","0.6173589, -0.870571"
"-0.41852394, 0.8948972, -0.17104463, -0.3597215, -0.8856923, -0.3044291, 0.0, 0.0","0.6247444, -0.870571"
"-0.41995, 0.8871512, -0.13413917, -0.35126248, -0.89900225, -0.26619956, 0.0, 0.0","0.6295053, -0.870571"
"-0.42109388, 0.87954056, -0.107209325, -0.3443248, -0.9104599, -0.22915263, 0.0, 0.0","0.63670766, -0.870571"
"-0.42182788, 0.87193465, -0.06756324, -0.34308556, -0.919901, -0.18882215, 0.0, 0.0","0.639729, -0.870571"
"-0.42184582, 0.8644651, 0.0026602268, -0.33590192, -0.9271802, -0.14558181, 0.0, 0.0","0.639729, -0.870571"
"-0.42130226, 0.85736704, 0.057600223, -0.3183742, -0.9325458, -0.10731165, 0.0, 0.0","0.6432691, -0.870571"
"-0.42056003, 0.85025114, 0.07632901, -0.3181594, -0.936037, -0.06982432, 0.0, 0.0","0.64491713, -0.870571"
"-0.41924518, 0.8435533, 0.13244501, -0.29855362, -0.93763876, -0.032034572, 0.0, 0.0","0.64638203, -0.870571"
"-0.41763097, 0.8369229, 0.16124631, -0.29452813, -0.9373442, 0.005891301, 0.0, 0.0","0.64638203, -0.8658101"
"-0.41536468, 0.8304255, 0.22518401, -0.28747723, -0.9349514, 0.047855876, 0.0, 0.0","0.647969, -0.8658101"
"-0.41282368, 0.82348436, 0.25135338, -0.3060236, -0.93039435, 0.09114134, 0.0, 0.0","0.64964753, -0.8658101"
"-0.41003102, 0.8161952, 0.27522758, -0.3203691, -0.9237458, 0.13297032, 0.0, 0.0","0.6510208, -0.8658101"
"-0.40663606, 0.8088554, 0.33407962, -0.32146505, -0.9149204, 0.17650883, 0.0, 0.0","0.652913, -0.8658101"
"-0.402803, 0.80171216, 0.37662914, -0.3117485, -0.90418285, 0.21475136, 0.0, 0.0","0.65398115, -0.8658101"
"-0.39844507, 0.79496914, 0.42783794, -0.29302984, -0.8915829, 0.25200036, 0.0, 0.0","0.657094, -0.8658101"
"-0.39372462, 0.78826493, 0.46271315, -0.29036528, -0.8770313, 0.29103103, 0.0, 0.0","0.657094, -0.8658101"
"-0.38866973, 0.78181374, 0.49479985, -0.27827471, -0.86067384, 0.3271493, 0.0, 0.0","0.657094, -0.8658101"
"-0.38312784, 0.7757714, 0.54204786, -0.25929242, -0.8424705, 0.36406636, 0.0, 0.0","0.6589251, -0.8658101"
"-0.37707955, 0.7696635, 0.59096944, -0.26128948, -0.8221223, 0.4069652, 0.0, 0.0","0.6589251, -0.8658101"
"-0.37082377, 0.7635684, 0.6101118, -0.2600169, -0.79993075, 0.44383025, 0.0, 0.0","0.6589251, -0.84759057"
"-0.36407462, 0.7575215, 0.6576141, -0.25713858, -0.7756907, 0.48480186, 0.0, 0.0","0.6868191, -0.8243965"
"-0.35710835, 0.7514345, 0.677595, -0.25837412, -0.7496724, 0.52036536, 0.0, 0.0","0.6952727, -0.760155"
"-0.349655, 0.74548674, 0.72444516, -0.25170314, -0.721817, 0.55710834, 0.0, 0.0","0.1338847, -0.17835017"
"-0.34204888, 0.739256, 0.7392944, -0.2647213, -0.69407845, 0.554772, 0.0, 0.0","0.0, -0.07953124"
"-0.33443838, 0.7324332, 0.73923093, -0.29143733, -0.6663413, 0.55474263, 0.0, 0.0","0.0, -0.018738365"
"-0.32682365, 0.72501826, 0.7391695, -0.31815454, -0.63860565, 0.55471313, 0.0, 0.0","0.0, 0.009949034"
"-0.3192049, 0.7170116, 0.73911023, -0.34487286, -0.61087143, 0.5546838, 0.0, 0.0","0.0, 0.018341625"
"-0.31158227, 0.7084133, 0.73905313, -0.37159222, -0.5831387, 0.5546545, 0.0, 0.0","0.0, 0.021149328"
"-0.30395588, 0.6992237, 0.7389983, -0.39831266, -0.55540746, 0.5546251, 0.0, 0.0","0.0, 0.023712883"
"-0.29632592, 0.6894429, 0.73894566, -0.42503405, -0.52767766, 0.5545957, 0.0, 0.0","0.0, 0.024079105"
"-0.28869253, 0.67907083, 0.7388954, -0.45175636, -0.49994934, 0.5545663, 0.0, 0.0","0.0, 0.024079105"
"-0.28105584, 0.6681077, 0.7388474, -0.47847965, -0.47222248, 0.55453694, 0.0, 0.0","0.0, 0.024079105"
"-0.27341613, 0.65655357, 0.73880184, -0.5052037, -0.4444971, 0.55450755, 0.0, 0.0","0.0, 0.024079105"
"-0.26577348, 0.6444088, 0.7387586, -0.53192866, -0.4167732, 0.5544781, 0.0, 0.0","0.0, 0.024079105"
"-0.2581281, 0.6316733, 0.7387179, -0.5586544, -0.38905075, 0.5544487, 0.0, 0.0","0.0, 0.024079105"
